"pid","image_slug","post_id","galleryid","filename","description","alttext","imagedate","exclude","sortorder","meta_data","fullpath"
"355","100_8478","0","12","100_8478.jpg",,"100_8478","2011-04-16 17:57:43","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 5:57 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:8:""1/30 sec"";s:5:""flash"";s:5:""Fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:2448;s:6:""height"";i:3264;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8478.jpg"
"356","100_8479","0","12","100_8479.jpg",,"100_8479","2011-04-16 17:58:21","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 5:58 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8479.jpg"
"357","100_8480","0","12","100_8480.jpg",,"100_8480","2011-04-16 17:59:30","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 5:59 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:200;s:13:""shutter_speed"";s:8:""1/30 sec"";s:5:""flash"";s:5:""Fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8480.jpg"
"358","100_8481","0","12","100_8481.jpg",,"100_8481","2011-04-16 17:59:51","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 5:59 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:200;s:13:""shutter_speed"";s:8:""1/30 sec"";s:5:""flash"";s:5:""Fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8481.jpg"
"359","100_8482","0","12","100_8482.jpg",,"100_8482","2011-04-16 17:59:55","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 5:59 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:200;s:13:""shutter_speed"";s:8:""1/30 sec"";s:5:""flash"";s:5:""Fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8482.jpg"
"360","100_8483","0","12","100_8483.jpg",,"100_8483","2011-04-16 18:00:15","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 6:00 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8483.jpg"
"361","100_8484","0","12","100_8484.jpg",,"100_8484","2011-04-16 18:00:17","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 6:00 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:314;s:13:""shutter_speed"";s:8:""1/30 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8484.jpg"
"362","100_8485","0","12","100_8485.jpg",,"100_8485","2011-04-16 18:00:31","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 6:00 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:200;s:13:""shutter_speed"";s:8:""1/30 sec"";s:5:""flash"";s:5:""Fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8485.jpg"
"363","100_8486","0","12","100_8486.jpg",,"100_8486","2011-04-16 18:00:40","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 6:00 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:200;s:13:""shutter_speed"";s:8:""1/30 sec"";s:5:""flash"";s:5:""Fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8486.jpg"
"364","100_8487","0","12","100_8487.jpg",,"100_8487","2011-04-16 18:00:46","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 6:00 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:200;s:13:""shutter_speed"";s:8:""1/30 sec"";s:5:""flash"";s:5:""Fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8487.jpg"
"365","100_8488","0","12","100_8488.jpg",,"100_8488","2011-04-16 18:01:06","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 6:01 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:200;s:13:""shutter_speed"";s:8:""1/30 sec"";s:5:""flash"";s:5:""Fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8488.jpg"
"366","100_8489","0","12","100_8489.jpg",,"100_8489","2011-04-16 18:02:22","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 6:02 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:328;s:13:""shutter_speed"";s:8:""1/30 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8489.jpg"
"367","100_8490","0","12","100_8490.jpg",,"100_8490","2011-04-16 18:02:32","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 3.2"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 6:02 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""16.2 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:8:""1/30 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8490.jpg"
"368","100_8491","0","12","100_8491.jpg",,"100_8491","2011-04-16 18:02:51","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 3.2"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 6:02 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""16.2 mm"";s:3:""iso"";i:392;s:13:""shutter_speed"";s:8:""1/40 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8491.jpg"
"369","100_8492","0","12","100_8492.jpg",,"100_8492","2011-04-16 18:02:56","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 3.2"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 6:02 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""16.2 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:8:""1/40 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8492.jpg"
"370","100_8493","0","12","100_8493.jpg",,"100_8493","2011-04-16 18:03:01","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 3.2"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 6:03 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""16.2 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:8:""1/30 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8493.jpg"
"371","100_8494","0","12","100_8494.jpg",,"100_8494","2011-04-16 19:42:14","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 7:42 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:8:""1/40 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:2448;s:6:""height"";i:3264;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8494.jpg"
"372","100_8495","0","12","100_8495.jpg",,"100_8495","2011-04-16 19:45:02","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 7:45 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:7:""1/0 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8495.jpg"
"373","100_8496","0","12","100_8496.jpg",,"100_8496","2011-04-16 19:45:09","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 7:45 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:2448;s:6:""height"";i:3264;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8496.jpg"
"374","100_8497","0","12","100_8497.jpg",,"100_8497","2011-04-16 19:45:17","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 7:45 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8497.jpg"
"375","100_8498","0","12","100_8498.jpg",,"100_8498","2011-04-16 19:45:20","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 7:45 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8498.jpg"
"376","100_8499","0","12","100_8499.jpg",,"100_8499","2011-04-16 19:45:32","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 7:45 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:8:""1/10 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8499.jpg"
"377","100_8500","0","12","100_8500.jpg",,"100_8500","2011-04-16 19:45:51","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 7:45 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:400;s:13:""shutter_speed"";s:8:""1/20 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8500.jpg"
"378","100_8501","0","12","100_8501.jpg",,"100_8501","2011-04-16 19:45:59","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 7:45 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:8:""1/30 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:2448;s:6:""height"";i:3264;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8501.jpg"
"379","100_8502","0","12","100_8502.jpg",,"100_8502","2011-04-16 19:46:12","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 7:46 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:8:""1/60 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:2448;s:6:""height"";i:3264;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8502.jpg"
"380","100_8503","0","12","100_8503.jpg",,"100_8503","2011-04-16 19:46:31","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 7:46 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:126;s:13:""shutter_speed"";s:8:""1/30 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:2448;s:6:""height"";i:3264;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8503.jpg"
"381","100_8504","0","12","100_8504.jpg",,"100_8504","2011-04-16 19:46:51","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 16, 2011 7:46 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:121;s:13:""shutter_speed"";s:8:""1/30 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:2448;s:6:""height"";i:3264;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8504.jpg"
"382","100_8508","0","12","100_8508.jpg",,"100_8508","2011-04-17 09:37:37","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 17, 2011 9:37 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1000 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8508.jpg"
"383","100_8509","0","12","100_8509.jpg",,"100_8509","2011-04-17 09:37:44","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 17, 2011 9:37 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1000 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8509.jpg"
"384","100_8510","0","12","100_8510.jpg",,"100_8510","2011-04-17 09:37:49","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 17, 2011 9:37 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1250 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8510.jpg"
"385","100_8511","0","12","100_8511.jpg",,"100_8511","2011-04-17 09:37:56","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 17, 2011 9:37 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1000 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8511.jpg"
"386","100_8512","0","12","100_8512.jpg",,"100_8512","2011-04-17 09:39:34","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 5.6"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 17, 2011 9:39 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/800 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8512.jpg"
